GA00071225394	GA00974685019
GA00834929872	GA00989776754
GA00834939282	
GA00834943662	
GA00834947382	
GA00834956632	GA00933783405
GA00834962322	
GA00834977702	
GA00834989522	GA00984795033
GA00835000702	GA00988591637
GA00835011372	
GA00835013782	
GA00835019802	GA00988657697
GA00835020622	GA00937889631
GA00835039722	GA00941799272
GA00835044262	GA00879609232
GA00835045412	GA00996304736
GA00835056082	GA00946489395
GA00835072282	GA00964348596
GA00835126412	
GA00835162532	
GA00835188582	GA00986389563
GA00835222462	
GA00835232972	GA00990141533
GA00835237842	
GA00835243532	GA00943512299
GA00835259072	GA00988962821
GA00835284522	
GA00835286932	
GA00835299902	GA00988973181
GA00835302202	GA00986058818
GA00835304612	GA00880851152
GA00835332632	
GA00835333892	
GA00835341992	
GA00835354962	
GA00835363112	
GA00835367932	
GA00835373622	GA00989121367
GA00835382982	
GA00835393542	
GA00835438422	
GA00835441652	GA00989018167
GA00835444112	GA00888939822
GA00835446522	GA00940176492
GA00835451062	
GA00835452212	
GA00835453472	
GA00835468852	
GA00835490742	
GA00835503992	GA00956372747
GA00835533212	
GA00835573052	
GA00835582302	
GA00835589692	
GA00835615472	GA00981276957
GA00835619192	
GA00835627292	
GA00835639002	GA00989255495
GA00835669432	GA00989139509
GA00835693732	
GA00835703312	
GA00835704572	GA00951658057
GA00835706982	GA00992037547
GA00835715132	GA00967884286
GA00835716392	GA00955777735
GA00835751252	
GA00835752402	
GA00835754812	GA00938355258
GA00835761762	
GA00835787702	
GA00835844072	GA00980375250
GA00835859452	
GA00835867552	
GA00835868702	
GA00835873242	
GA00835880192	
GA00835885062	
GA00835896722	
GA00835899292	
GA00835933172	GA00994252747
GA00835942422	
GA00835957802	
GA00835969622	
GA00835980952	
GA00835981002	GA00989229761
GA00835983412	
GA00835991512	GA00943753709
GA00835996492	
GA00836009312	
GA00836012542	
GA00836014952	GA00976543718
GA00836020642	
GA00836027922	
GA00836057252	
GA00836067762	
GA00836071042	GA00960225910
GA00836075862	
GA00836094522	
GA00836095782	GA00989011855
GA00836105362	
GA00836123972	GA00994057480
GA00836134532	
GA00836170652	
GA00836178092	
GA00836180062	
GA00836183622	
GA00836201302	
GA00836207432	GA00965675922
GA00836223632	
GA00836252802	GA00918510265
GA00836256522	
GA00836273982	GA00819731322
GA00836284542	
GA00836325702	
GA00836333802	
GA00836338782	
GA00836341902	
GA00836354982	
GA00836359852	GA00935484227
GA00836386612	
GA00836479432	
GA00836482662	
GA00836490762	
GA00836521412	GA00980347575
GA00836548612	
GA00836558022	GA00889077832
GA00836566122	
GA00836596552	
GA00836597702	GA00933852873
GA00836598962	GA00989164651
GA00836599012	
GA00836604822	GA00974400235
GA00836608542	
GA00836621182	GA00948236907
GA00836626052	
GA00836634152	GA00989235303
GA00836636562	
GA00836656482	
GA00836657632	
GA00836663322	
GA00836669452	GA00990643733
GA00836686802	GA00989109979
GA00836695062	
GA00836696212	GA00932546329
GA00836721942	GA00988891878
GA00836734912	GA00989214861
GA00836740602	
GA00836741862	GA00974350378
GA00836759702	
GA00836767802	
GA00836771192	GA00923609016
GA00836789032	
GA00836798392	GA00989251821
GA00836815912	
GA00836821602	
GA00836839552	
GA00836842782	GA00989018221
GA00836853342	GA00989234072
GA00836855752	
GA00836867572	GA00961288894
GA00836874412	
GA00836881362	
GA00836883772	
GA00836886232	
GA00836896742	
GA00836908732	GA00989024833
GA00836912012	GA00926265156
GA00836938062	GA00989273310
GA00836939212	
GA00836941292	
GA00836946162	
GA00836974182	GA00984369050
GA00836983432	GA00814055922
GA00836985842	
GA00836989562	GA00989062077
GA00836992792	
GA00836993942	
GA00837002052	GA00937001711
GA00837013712	
GA00837020662	
GA00837025532	
GA00837041732	
GA00837046602	GA00889237112
GA00837074622	GA00937887787
GA00837075882	
GA00837088852	GA00993377953
GA00837105382	GA00883423402
GA00837123992	
GA00837132142	GA00996262588
GA00837152062	GA00992131047
GA00837177952	GA00966925604
GA00837186102	GA00987499095
GA00837195462	
GA00837205042	
GA00837227372	
GA00837246032	GA00935133548
GA00837248442	
GA00837267102	
GA00837269512	
GA00837270332	
GA00837295122	GA00856367932
GA00837313902	
GA00837336392	GA00989086731
GA00837341922	
GA00837344492	GA00911750961
GA00837345642	GA00993124435
GA00837365562	
GA00837369282	GA00974888092
GA00837372402	GA00989162241
GA00837380502	GA00933137228
GA00837404312	GA00989269992
GA00837457122	
GA00837475732	GA00989213849
GA00837501512	GA00980252434
GA00837502772	GA00966938862
GA00837504082	GA00976948394
GA00837506492	
GA00837515742	
GA00837521432	GA00815841522
GA00837528712	
GA00837530792	
GA00837543762	GA00989053116
GA00837551862	
GA00837564832	GA00968984322
GA00837576652	GA00989249657
GA00837607302	
GA00837610532	GA00980747808
GA00837624762	
GA00837625912	GA00989264265
GA00837645832	GA00888908862
GA00837655242	
GA00837657652	GA00989748815
GA00837667062	
GA00837668212	
GA00837679982	GA00943556482
GA00837682002	
GA00837691362	GA00958573456
GA00837695082	GA00935908353
GA00837703352	
GA00837706912	GA00989126881
GA00837709482	
GA00837712602	
GA00837723272	
GA00837746752	GA00987129352
GA00837758572	GA00988882860
GA00837759722	
GA00837793432	
GA00837804272	GA00989001175
GA00837840392	
GA00837846412	
GA00837872022	
GA00837873282	
GA00837874432	
GA00837880122	GA00989248014
GA00837884942	
GA00837886252	
GA00837887402	
GA00837888662	
GA00837889812	
GA00837895502	
GA00837897912	
GA00837898072	
GA00837900212	
GA00837901472	
GA00837902622	
GA00837906342	
GA00837909902	
GA00837918162	
GA00837926262	GA00989213024
GA00837947332	
GA00837954282	
GA00837955432	
GA00837983452	GA00911092972
GA00838015042	
GA00838017452	
GA00838023142	GA00988951080
GA00838029272	
GA00838064132	GA00957598315
GA00838065392	GA00946598038
GA00838087612	
GA00838092152	GA00941538576
GA00838093302	
GA00838111092	
GA00838125212	
GA00838150772	
GA00838159362	
GA00838160182	
GA00838195482	
GA00838206212	GA00989169491
GA00838215572	
GA00838220002	
GA00838236642	
GA00838260942	GA00989187783
GA00838282172	
GA00838285732	
GA00838311512	
GA00838332692	
GA00838337562	
GA00838338712	
GA00838344402	
GA00838360602	
GA00838371272	
GA00838392342	GA00989232207
GA00838425402	
GA00838440452	
GA00838442862	GA00966770198
GA00838445322	
GA00838454682	
GA00838460372	GA00932983648
GA00838477062	
GA00838488722	GA00989172026
GA00838489982	
GA00838492002	
GA00838505252	
GA00838513352	GA00931712322
GA00838515762	GA00937677391
GA00838525172	
GA00838528732	
GA00838549802	
GA00838558062	
GA00838564852	
GA00838579132	
GA00838583512	GA00962964591
GA00838623522	GA00989140817
GA00838630472	
GA00838635342	
GA00838640982	GA00988915890
GA00838643442	
GA00838655262	
GA00838688152	GA00989001175
GA00838694942	
GA00838722032	GA00877311902
GA00838745512	
GA00838752462	
GA00838774792	
GA00838797172	
GA00838811132	
GA00838820492	
GA00838828922	
GA00838992722	GA00960489454
GA00838998852	GA00967427047
GA00839015062	GA00939511148
GA00839024312	GA00979435800
GA00839027982	GA00989189980
GA00839029292	
GA00839052332	GA00981528301
GA00839061692	GA00989146084
GA00839064152	GA00989081780
GA00839069022	
GA00839084072	
GA00839093322	
GA00839099452	
GA00839105312	GA00989025899
GA00839115822	
GA00839122772	
GA00839123922	
GA00839125232	GA00993130656
GA00839127642	
GA00839133332	
GA00839141432	
GA00839142692	
GA00839154402	GA00952523473
GA00839156812	GA00915938248
GA00839161352	
GA00839177992	
GA00839189702	
GA00839190522	GA00948822156
GA00839202512	GA00963349637
GA00839203772	
GA00839216742	GA00985552789
GA00839220022	
GA00839223692	GA00988282766
GA00839227302	
GA00839230532	GA00979434154
GA00839242352	
GA00839250452	
GA00839258992	
GA00839262272	GA00989221124
GA00839263422	GA00989025821
GA00839265832	GA00914348803
GA00839280882	GA00952214934
GA00839299982	
GA00839315252	
GA00839317662	
GA00839326912	
GA00839344422	
GA00839354932	GA00948072130
GA00839371292	GA00913260880
GA00839384262	
GA00839396082	
GA00839399642	GA00989245813
GA00839400632	GA00989432591
GA00839416172	
GA00839427832	
GA00839433522	
GA00839439652	
GA00839448902	
GA00839508832	GA00957869513
GA00839560052	
GA00839575432	
GA00839590482	
GA00839601212	
GA00839611722	
GA00839623542	
GA00839635362	
GA00839650302	
GA00839658842	
GA00839666942	
GA00839678762	
GA00839684452	
GA00839696272	GA00989207733
GA00839699832	
GA00839706952	
GA00839746792	
GA00839766602	
GA00839791062	
GA00839795882	
GA00839812302	
GA00839816022	
GA00839822812	
GA00839850832	
GA00839881312	
GA00839921322	
GA00839948522	GA00888545972
GA00839961162	
GA00839964722	GA00939964630
GA00839965982	
GA00840030032	
GA00840036162	
GA00840043002	
GA00840044262	GA00955996836
GA00840045412	
GA00840046672	
GA00840051102	
GA00840054772	
GA00840061612	
GA00840069052	
GA00840070972	
GA00840079562	
GA00840094502	
GA00840105342	
GA00840110982	
GA00840119572	
GA00840147592	
GA00840201392	
GA00840207412	GA00992090499
GA00840215512	GA00994271997
GA00840216772	GA00989094602
GA00840233022	
GA00840251632	
GA00840276422	
GA00840282112	GA00974535270
GA00840291472	
GA00840308332	
GA00840324532	GA00987558199
GA00840350142	
GA00840353702	
GA00840354962	
GA00840366782	GA00984171919
GA00840398412	
GA00840414892	
GA00840420582	
GA00840439682	
GA00840442802	GA00938053103
GA00840453472	GA00988661791
GA00840474542	
GA00840489922	
GA00840520242	GA00957293166
GA00840526372	
GA00840530752	GA00990047820
GA00840534472	GA00989216678
GA00840550672	GA00928657213
GA00840561232	
GA00840583562	
GA00840586022	
GA00840588432	
GA00840601242	GA00989069209
GA00840606112	
GA00840612902	
GA00840615472	GA00986618996
GA00840619192	
GA00840624722	
GA00840649512	
GA00840667022	
GA00840680762	GA00988813079
GA00840715132	
GA00840730182	GA00992034912
GA00840737462	
GA00840740692	GA00989698621
GA00840752402	GA00992017139
GA00840758532	GA00971088745
GA00840759792	
GA00840778452	
GA00840779602	
GA00840786552	
GA00840799522	
GA00840805492	
GA00840816052	GA00955777735
GA00840819612	GA00889203102
GA00840843912	
GA00840880192	
GA00840918122	
GA00840919382	GA00975950247
GA00840921352	
GA00840927482	
GA00840929892	
GA00840930602	
GA00840934322	
GA00840936732	
GA00840942422	
GA00841009312	
GA00841053532	
GA00841057252	GA00989207601
GA00841065352	
GA00841068912	GA00989222309
GA00841074602	GA00989043331
GA00841096932	
GA00841106512	
GA00841112202	
GA00841117182	GA00980865045
GA00841139402	GA00953529246
GA00841150732	
GA00841154452	
GA00841166272	
GA00841180062	
GA00841181212	
GA00841195442	
GA00841219252	
GA00841239172	GA00989110691
GA00841247272	
GA00841248422	
GA00841254112	
GA00841276442	
GA00841295102	
GA00841299922	
GA00841317602	
GA00841324552	
GA00841338782	
GA00841339932	
GA00841357442	
GA00841363132	GA00989249924
GA00841369262	
GA00841399692	
GA00841431162	GA00989268228
GA00841476972	
GA00841478282	GA00852671432
GA00841494482	GA00929981812
GA00841507622	
GA00841508882	GA00989185586
GA00841518292	
GA00841522672	GA00914129435
GA00841529952	
GA00841545052	
GA00841549872	GA00988778362
GA00841550692	
GA00841558022	
GA00841564812	
GA00841567382	GA00933804666
GA00841574222	
GA00841577892	
GA00841601262	
GA00841626052	
GA00841642252	
GA00841647122	GA00989081144
GA00841666992	GA00929321049
GA00841669452	
GA00841679962	GA00980006239
GA00841680782	
GA00841712692	
GA00841723252	
GA00841731352	
GA00841756142	GA00911860597
GA00841775902	GA00989138626
GA00841776062	
GA00841778472	
GA00841785312	GA00948807661
GA00841799542	
GA00841805402	GA00942026501
GA00841809122	GA00914348803
GA00841812352	
GA00841817222	
GA00841835832	
GA00841843932	
GA00841852192	
GA00841855752	
GA00841858212	GA00941856721
GA00841898052	GA00893846662
GA00841908732	
GA00841914422	
GA00841918142	
GA00841921372	
GA00841942442	
GA00841948572	
GA00841949722	
GA00841955412	GA00889074922
GA00841971612	GA00889223502
GA00841981022	
GA00842003202	GA00821262232
GA00842011302	
GA00842025532	
GA00842083982	
GA00842106532	GA00976500946
GA00842132142	
GA00842134552	
GA00842143802	
GA00842160162	GA00813232952
GA00842179262	GA00989175750
GA00842182492	
GA00842197872	
GA00842213142	
GA00842219272	
GA00842248442	
GA00842261082	GA00942713126
GA00842268362	
GA00842282152	
GA00842289432	GA00816051142
GA00842291402	
GA00842295122	
GA00842313902	
GA00842332672	
GA00842333822	
GA00842340772	GA00937428405
GA00842341922	GA00989245236
GA00842363152	
GA00842377382	
GA00842381762	
GA00842424232	
GA00842434742	GA00989205374
GA00842453402	
GA00842454662	
GA00842459532	
GA00842502772	
GA00842533252	
GA00842535662	GA00935715229
GA00842539382	
GA00842542502	
GA00842577802	
GA00842611792	GA00816793432
GA00842628482	
GA00842630452	
GA00842641012	
GA00842684412	
GA00842705762	
GA00842717582	
GA00842722012	GA00989177842
GA00842778492	
GA00842801702	GA00889161922
GA00842803012	
GA00842805422	
GA00842825342	
GA00842831032	
GA00842872022	
GA00842886252	
GA00842926262	
GA00842941202	GA00979725817
GA00842946182	GA00931854798
GA00842949742	GA00943917752
GA00842961122	
GA00842963532	
GA00842971632	GA00988655287
GA00842972892	
GA00842976502	
GA00842977762	GA00825068902
GA00843009352	
GA00843010172	GA00955043901
GA00843011322	
GA00843014992	
GA00843025552	GA00989035746
GA00843049192	
GA00843057292	GA00930550302
GA00843060412	
GA00843062822	
GA00843069002	GA00989212087
GA00843071082	GA00974345498
GA00843078362	GA00957862977
GA00843087612	
GA00843095712	
GA00843110932	
GA00843138292	GA00914664292
GA00843139442	
GA00843140262	GA00988120316
GA00843142672	GA00979841086
GA00843154492	
GA00843169872	
GA00843174302	
GA00843188532	
GA00843258972	GA00961365163
GA00843276482	GA00992125845
GA00843282172	
GA00843298702	GA00988933597
GA00843314082	
GA00843352502	
GA00843353762	
GA00843356222	GA00943355991
GA00843378552	
GA00843382932	
GA00843405592	
GA00843424252	GA00986537120
GA00843425402	GA00966249005
GA00843427812	
GA00843433502	
GA00843436072	
GA00843444172	GA00912046818
GA00843448992	GA00989111051
GA00843452272	
GA00843459552	GA00984381328
GA00843467652	
GA00843473342	GA00942512457
GA00843483852	
GA00843486312	
GA00843489982	
GA00843492002	GA00979497725
GA00843495672	GA00910521063
GA00843503942	
GA00843516912	
GA00843517072	GA00989070665
GA00843523862	
GA00843525172	
GA00843526322	
GA00843544932	
GA00843551882	
GA00843554342	
GA00843575412	
GA00843576672	
GA00843581102	GA00986386092
GA00843582362	GA00890009182
GA00843592872	GA00994200216
GA00843616682	
GA00843625932	
GA00843626092	
GA00843641032	
GA00843667082	
GA00843703372	
GA00843707092	
GA00843716342	GA00988293873
GA00843719902	
GA00843729312	GA00911673126
GA00843732542	
GA00843745512	GA00989101676
GA00843754872	
GA00843762972	
GA00843794602	
GA00843805442	GA00989126210
GA00843809162	
GA00843812392	
GA00843828922	GA00989215116
GA00843874452	
GA00843875602	GA00988857165
GA00843882552	GA00974281422
GA00843884962	
GA00843899242	
GA00843923712	GA00994899805
GA00843968422	GA00947656856
GA00844005652	
GA00844011342	
GA00844017472	GA00950124555
GA00844018622	
GA00844073402	
GA00844081502	
GA00844106572	
GA00844127642	GA00989081691
GA00844133332	
GA00844138202	
GA00844146302	
GA00844163762	
GA00844173172	
GA00844175582	
GA00844181272	
GA00844184832	
GA00844201362	
GA00844208642	
GA00844228562	
GA00844237812	
GA00844246072	
GA00844255322	GA00971059338
GA00844272782	
GA00844290292	
GA00844308302	
GA00844311532	
GA00844316402	
GA00844338732	
GA00844360622	
GA00844363192	
GA00844367902	
GA00844389132	GA00932251868
GA00844396082	GA00959979545
GA00844397232	
GA00844434782	
GA00844449062	
GA00844464002	GA00989167588
GA00844468822	GA00963990855
GA00844476922	
GA00844496842	
GA00844515782	GA00943465606
GA00844518242	
GA00844558082	GA00979189826
GA00844574282	GA00888682082
GA00844592892	GA00934931483
GA00844596502	
GA00844600062	
GA00844617852	
GA00844619162	
GA00844623542	
GA00844631642	
GA00844668252	
GA00844678762	GA00989176609
GA00844690142	
GA00844699832	
GA00844709412	GA00990024030
GA00844710232	
GA00844720742	GA00937896859
GA00844733712	
GA00844734972	GA00989277073
GA00844757352	
GA00844777272	
GA00844793472	
GA00844816022	
GA00844819692	
GA00844826532	
GA00844839502	
GA00844852142	GA00884825512
GA00844857012	GA00946511099
GA00844871902	
GA00844872062	GA00989229168
GA00844882572	
GA00844893132	
GA00844894392	
GA00844901402	
GA00844930682	
GA00844961162	
GA00845018642	GA00989220608
GA00845030022	
GA00845044252	
GA00845064172	GA00958369913
GA00845069042	GA00974536870
GA00845077142	GA00988902268
GA00845125252	GA00935494737
GA00845278822	GA00987989297
GA00845290202	
GA00845307172	
GA00845352542	GA00977037123
GA00845409242	
GA00845425442	
GA00845451052	
GA00845452202	
GA00845458332	
GA00845472122	GA00989215078
GA00845488762	GA00894846682
GA00845491992	
GA00845517002	
GA00845529922	GA00986850368
GA00845533202	GA00970917292
GA00845547432	GA00985204470
GA00845559252	
GA00845586012	
GA00845595372	
GA00845596522	GA00966476850
GA00845631662	
GA00845640912	
GA00845652732	
GA00845664552	
GA00845666962	GA00980402606
GA00845673802	
GA00845682062	GA00989194178
GA00845683212	
GA00845689342	
GA00845693722	
GA00845699852	GA00989213601
GA00845705712	GA00889155612
GA00845707022	GA00945546379
GA00845709432	
GA00845721912	
GA00845724482	
GA00845726892	
GA00845731322	
GA00845764212	
GA00845771162	
GA00845776032	GA00989242660
GA00845785392	
GA00845798362	
GA00845818452	
GA00845820422	GA00945819898
GA00845852162	
GA00845854572	
GA00845857032	
GA00845858292	
GA00845874492	
GA00845882592	GA00943789436
GA00845888612	
GA00845909962	
GA00845933162	GA00989210696
GA00845938032	GA00989003267
GA00845942412	
GA00845946132	
GA00845974152	GA00925821233
GA00845980942	
GA00845998892	
GA00846000712	GA00990210780
GA00846008152	
GA00846016252	
GA00846029222	
GA00846036172	
GA00846037322	
GA00846065342	
GA00846069062	GA00984851006
GA00846098232	
GA00846100482	
GA00846111042	GA00890397832
GA00846121552	
GA00846160132	
GA00846167412	
GA00846170642	
GA00846181202	GA00986468722
GA00846191712	GA00964514143
GA00846196692	
GA00846202552	GA00992767545
GA00846203702	
GA00846243542	
GA00846264612	
GA00846272712	GA00944943749
GA00846273972	GA00953533715
GA00846285792	
GA00846300902	
GA00846318852	
GA00846322132	
GA00846329412	
GA00846331492	
GA00846337512	
GA00846342052	
GA00846355022	
